messages,Training_Testing
"I called yesterday, and I told u when I was coming home when I was on the phone",0
What time you wanna go? they have food there so we can eat dinner there,0
Lol yup,0
Which room r u in?,0
You just shrink it then blow it up as PDF to print it,0
"ok its a close friend, someone I trust.",0
Saturday games starts at 9:30 am. Pictures at mccormick center 8:45 am.,0
When and where for lunch my friend?,0
Leave at 9 30,0
I have an engagement tomorrow at 9 unlesss it changes ill prolly be in at 12.,0
Joe popped my balloon today,0
Sara Smith commented on your status:,0
Moms,0
Does she want me to come sit with her,0
I forgot to tell you Tom's mom is in ICU bed 8. She was mot doing well. You may want to call him if you get a chance.,0
Nice!,0
ss you!  lucy,0
Sunday afternoon would be good,0
Just want to let u know I will b home sometime Saturday. They have sent mom home and they don't think she will live long. I won't b surprised if she doesn't liv,0
Got a B chart ?,0
Hey! Were you able to find out about next Thursday?,0
Yes,0
Ok. I have a meeting from 9:30 to 11:30 I think. If you need me I will ne available via text messages.,0
"Cool, will they still let you in if you don't buy a ticket (Jenny might not want to drink anything)..",0
Thank you so much for helping me out last night.  <:)>,0
Called the school and bitched.,0
How's it going*??,0
you still looking for a house,0
Samantha has last minute recruit meeting in indiana so we are on our way out. Were there dinner plans already?,0
So since Susie ripped into me last night about Michael...if she asks you can you just for once go with it and say you booked it before telling us??? Since she,0
If you need gas buy it tonight. Gas prices are going up. Broken pipe line again.,0
Layer after work what? Send them to me?,0
Temp is 54 degrees. Dress kids appropriately.,0
Well our resteraunt is better! Lol ,0
"Weather is not cooperating. Catching the train now. Thanks for a wonderful ride in, coffee break and lunch. Love you.",0
But wait. What version do u have?,0
Gotcha lol,0
So where is your rest area?,0
"Hey let's get late night food. There's a place called Ditka's in chicago, I'll call u in about an hour",0
Fell.,0
Sorry just got home hun. Uugghh I need a joint soo bad. Hows ur head?,0
"456 fictitious st, chicago, il",0
I'm in chi-town,0
But I will definitely meet u tonight at three bros,0
Play three sevenens.say a prayer and believe do push ups with wife and you will see a smile.some things i can't teach you. ,0
Wanna grab beer at old chicagos when you're done?,0
Incoming,0
Incoming,0
"Got a place in the city, but i'll try to be back n town by then",0
"What is the ip number for the web server, i got in.",0
My merge did not work correctly. I can however load the male and female output files into weka. And they work.,0
"I appreciate it, but visitors seem to make her agitated. I had to b rude and kick everyone out Thursday,Friday and yesterday.  May b better to wait til she come",0
Can you pick me up a case of yuengling to bring back?,0
Have to leave Sunday.  Can't have Monday off.  Sorry,0
"Last dance with mary jane tonight, u in? Gotta pass a piss test in a couple months so this be it for while",0
"Residence Inn in pittsburgh, PA.",0
Sorry for not txting back last night€ was rollin on XTC,0
Ok kewl,0
Just doing a quick check on who is coming for the game Sunday at around 11.,0
Can I call?,0
Ok. I will be around. When you are up to it.,0
Passing Columbia,0
Kewl,0
"No one is perfect', not evenme, almost. Good looking! Thats were you get your looks.~i lokk 41 ~' @_:5",0
Which house is urs?,0
Crap I forgot to call u,0
Dr apt is friday at 9:15 am.,0
Yeah it is an open invite on fb,0
Arg...,0
Thanks i apprcate it ,0
"yeah she did, plenty of dope to smoke",0
Is the dryer gas or electric?,0
Ok,0
in 10 mins.*,0
"No, but if you need some company, I can come by and cheer you up.",0
Sup?,0
I'll buy next time :),0
That's fine.,0
Lol nice. Got best rate there,0
Where are you.,0
Thanks for driving out and picking up the stuff Luke had with him.  Also for taking him out to eat.  He loves that place.  Hope timmy and the kids love,0
Yes,0
Cool,0
Thanks.,0
She is in a room now.  Dr was pleased with procedure.  She has pain meds today in a drip.  Pt starts tomorrow.  She is in good spirits and wants to come,0
Marsha Scone commented on your status:,0
"Timmy is gone today, but you probably already know that.",0
K :),0
Lol well hurry up! I'm already here,0
Rocky Jimbo gave me the name of the attorney.,0
U need tickets an they r sold out lol,0
Bob Stars: 3.99 ea. Traditional portraits 10x13 + smaller. No min. Mix + match poses. Show txt @studio. Expires 9/13. Sit code TX.  Txt STOP to end           .,0
Amanda is giving up her fosters??? Do you know why???,0
"If she needs it done with someone else present, she can contact John Doe and they can pay him big bucks to do it in front of both of them",0
"No, pissed you selling shit and then lying about it. Done with it all. No over dramics. Just tired of you thinking u can lie and get away with it. Tired of a lot of things.",0
Aurora,0
yeah sucks,0
"You may not have a job. When you get in, read your email and then set up appointment to speak with me.",0
"Ok kewl, just making surewer didn't miss u",0
Do you have school tonight?  Would like to talk with you.,0
Call or text me when you get back from your lunch and ill meet you at the.,0
"Not much, prob helping my mom take care of post surg dog and then driving my car up to the city, hbu? ",0
We're home,0
ur welcome,0
"Hello cindy, this is me I'm once again having car trouble trying to look for transportation but things aren't looking too great right now but if I do fi",0
From  creepy to my babby son alway pray and look toward a rainbow and you will see a angle,0
when u get a chance),0
Tom said if Amanda needs him as a Paul bare he will.,0
"Lol, nice! Ok then, see you when you get back!",0
No problem. Any time.,0
"Sweet! Idk, you got any preferences? Beer:thirty maybe?",0
Nope got friend over,0
Dunno I'll keep u posted,0
K cool,0
Is your computer downloading updates?,0
Then u can move them yourself,0
cindy may I please get off work at 1? i have to go to check n go to pay a loan in kirstens name and she must sign it before she goes to work,0
Incoming,0
630 tonight who's in who's out ,0
"Oh no, why?",0
Dogs would love those,0
I'm game for whatever,0
Same here. Want me to come get you?,0
"God created weed, man created beer. In God we trust",0
"Wanted to let you know, Samantha will be there to pick up the kids around 9:30",0
All u can eat ribs today,0
K good,0
I reset it but no help,0
I'm not going to make it couldn't get ahold of anyone just my luck sorry.,0
"Ok sweet, Tuesday night, flosmore?",0
"No problem, will let u know",0
"Then under tools do spell check, u have to thru all the errors an ignore and at the end it will show u",0
I wish I could. I did not take notes on them. I will get in touch with Susie and ask her for them. I do remember a few,0
Great job Larry.,0
Do I have permission to take servers offline?,0
Why am I rowing a boat?,0
I cant type,0
Thanks man,0
Incoming,0
"Hey guys, just wanted to let you know I should be all moved into my new place by the 14th or 15th. Look forward to hanging out in PA. Let me know when you have ",0
Mom says tv is really bright.,0
Ok I didn't put in https.,0
Thank you i was shocked to see timmy he got bean bag game from down stairs n,0
(1/2) That sux ya i thought id b able 2 take lunch now cuz im hungry but i still got like 2.5 hrs left of work on this truck GOTTA make this $ tho baby!i miss ,0
What are you up to tonight?,0
"Rest for now, it will be a while.",0
Tutoring till 8:30pm or so. Why?,0
Nice haha,0
(1/2)Good. We have just been really busy. We were gone for over a week and the weekends are crazy for a while. mindy is starting her ballet again soon and we,0
Chilling,0
"Just the day, we have a hotel for the night",0
Im on my way home boo,0
Have easy call me on my cell. Asap - blow arrived,0
I dont need to see my kids screaming because they are in pain!,0
Hey where u want to meet for lunch and what time is good for u??  I can make it any time and will go to library at school after ee have lunch.,0
 south end,0
"We went out for a few to run a few more errands and grab dinner. We'll stop by before we head out, probably about 7ish",0
"Nope, he went to southern Indiana then to Michiagan now delivering tomorrow morning in Chicago.  I'm going to send it with stuff for the kids.",0
Is it ok if it's closer to 9pm?,0
Janet passed away tonight.,0
I am getting dressed.  Late for work but can I call I when I leave my room?,0
K kewl,0
Susie Niles commented on your status:,0
Bullshit. I dont talk to you about my shit because it just turns into a sob story about ur finances and how u dont have the money to pay for my schoolin,0
What message?,0
Yes,0
Hey my friend noah is coming tonight,0
Incoming,0
Susie just told Michael he's done,0
I had price tag on me? You must of seen me and closed garage?missedbeauty and the beast.,0
No relation.,0
I just log into the AP.,0
i am great. i am in hawaii getting ready for bed. how about u?,0
Its what i've wanted my whole life!,0
How ate you today? I will see you at the funeral home after work tonight. Stay strong and take care of yourself.,0
What'd they say,0
With who,0
7735551212 john doe,0
Nice of him to let me know   I dont know how to reach him.  What is wrong wirh Layla?,0
Where is it at,0
my man,0
When did the kids get baths?,0
Ok,0
"Wow,what happened?",0
"No we got hanging out tonight, u can come if u want",0
You are here already? Did you drive all night? Did Jeff drive you? Here when you need me. Love you,0
Happy Birthday sis!,0
If not up by tomorrow I will run to Starbucks and ensure you get it,0
I will say a prayer for her.,0
"Woah, we def gotta chat soon, will u be home on Friday?",0
Hey cindy may be late  tied up with upgrade,0
?,0
So are you and amber up for something tomorrow?,0
Happy Easter,0
Coming out. Bringing hamburgers for grilling for us.,0
Is it urgent?,0
Gotcha... I found dragan and the email he has from them says tomorrow.. but he is checking to see if its ok to just do it today,0
Naw u flawless n a perfect mother i love our family 2 we r just missin 1 lil but im tha lucky 1 cuz im so blessed,0
"(RE:)4 wat its worth sorry, sorry 4 brkn tha pact  n 4real thanx 4 bein grown wit all this   ",0
Now or whenever works for u,0
None that i ak aware of.,0
What time?,0
I'm listening,0
Im here,0
Ok let me knw if thngs change,0
I told Sara to call him.,0
Happy Easter,0
"Tuned up the drum set for you lastnight over at ralphs, it sounds sooooooo sweet!!!!!",0
Stacy Rayez commented on your status:,0
What street?,0
My husband will be in wrigleyville tomorrow night.,0
